Date,Centre_Name,Commodity_Name,Price
31/8/1999,BENGALURU,Wheat,10
31/8/1999,T.PURAM,Wheat,NA
31/8/1999,CHENNAI,Wheat,11
31/8/1999,HYDERABAD,Wheat,9
1/9/1999,DELHI,Wheat,7.5
1/9/1999,SHIMLA,Wheat,NA
1/9/1999,LUCKNOW,Wheat,7.5
1/9/1999,AHMEDABAD,Wheat,7.8
1/9/1999,BHOPAL,Wheat,7
1/9/1999,MUMBAI,Wheat,9.25
1/9/1999,JAIPUR,Wheat,7.5
1/9/1999,PATNA,Wheat,8.5
1/9/1999,BHUBANESHWAR,Wheat,NA
1/9/1999,KOLKATA,Wheat,NA
1/9/1999,GUWAHATI,Wheat,NA
1/9/1999,SHILLONG,Wheat,NA
1/9/1999,AIZWAL,Wheat,NA
1/9/1999,AGARTALA,Wheat,NA
1/9/1999,BENGALURU,Wheat,10
1/9/1999,T.PURAM,Wheat,NA
1/9/1999,CHENNAI,Wheat,11
1/9/1999,HYDERABAD,Wheat,9
2/9/1999,DELHI,Wheat,7.5
2/9/1999,SHIMLA,Wheat,NA
2/9/1999,LUCKNOW,Wheat,7.5
2/9/1999,AHMEDABAD,Wheat,7.5
2/9/1999,BHOPAL,Wheat,7
2/9/1999,MUMBAI,Wheat,9.25
2/9/1999,JAIPUR,Wheat,7.5
2/9/1999,PATNA,Wheat,8.5
2/9/1999,BHUBANESHWAR,Wheat,NA
2/9/1999,KOLKATA,Wheat,NA
2/9/1999,GUWAHATI,Wheat,NA
2/9/1999,SHILLONG,Wheat,NA
2/9/1999,AIZWAL,Wheat,NA
2/9/1999,AGARTALA,Wheat,NA
2/9/1999,BENGALURU,Wheat,9
2/9/1999,T.PURAM,Wheat,NA
2/9/1999,CHENNAI,Wheat,11
2/9/1999,HYDERABAD,Wheat,9
6/9/1999,DELHI,Wheat,7.5
6/9/1999,SHIMLA,Wheat,NA
6/9/1999,LUCKNOW,Wheat,7.5
6/9/1999,AHMEDABAD,Wheat,7.5
6/9/1999,BHOPAL,Wheat,7.15
6/9/1999,MUMBAI,Wheat,9.25
6/9/1999,JAIPUR,Wheat,7.5
6/9/1999,PATNA,Wheat,8.5
6/9/1999,BHUBANESHWAR,Wheat,NA
6/9/1999,KOLKATA,Wheat,NA
6/9/1999,GUWAHATI,Wheat,NA
6/9/1999,SHILLONG,Wheat,NA
6/9/1999,AIZWAL,Wheat,NA
6/9/1999,AGARTALA,Wheat,NA
6/9/1999,BENGALURU,Wheat,9
6/9/1999,T.PURAM,Wheat,NA
6/9/1999,CHENNAI,Wheat,11
6/9/1999,HYDERABAD,Wheat,9
7/9/1999,DELHI,Wheat,7.5
7/9/1999,SHIMLA,Wheat,NA
7/9/1999,LUCKNOW,Wheat,7.5
7/9/1999,AHMEDABAD,Wheat,7.5
7/9/1999,BHOPAL,Wheat,7.15
7/9/1999,MUMBAI,Wheat,9.25
7/9/1999,JAIPUR,Wheat,7.5
7/9/1999,PATNA,Wheat,8.5
7/9/1999,BHUBANESHWAR,Wheat,NA
7/9/1999,KOLKATA,Wheat,NA
7/9/1999,GUWAHATI,Wheat,NA
7/9/1999,SHILLONG,Wheat,NA
7/9/1999,AIZWAL,Wheat,NA
7/9/1999,AGARTALA,Wheat,NA
7/9/1999,BENGALURU,Wheat,9
7/9/1999,T.PURAM,Wheat,NA
7/9/1999,CHENNAI,Wheat,11
7/9/1999,HYDERABAD,Wheat,9
8/9/1999,DELHI,Wheat,7.5
8/9/1999,SHIMLA,Wheat,NA
8/9/1999,LUCKNOW,Wheat,7.5
8/9/1999,AHMEDABAD,Wheat,7.5
8/9/1999,BHOPAL,Wheat,7.15
8/9/1999,MUMBAI,Wheat,9.25
8/9/1999,JAIPUR,Wheat,7.5
8/9/1999,PATNA,Wheat,8.5
8/9/1999,BHUBANESHWAR,Wheat,NA
8/9/1999,KOLKATA,Wheat,NA
8/9/1999,GUWAHATI,Wheat,NA
8/9/1999,SHILLONG,Wheat,NA
8/9/1999,AIZWAL,Wheat,NA
8/9/1999,AGARTALA,Wheat,NA
8/9/1999,BENGALURU,Wheat,9
8/9/1999,T.PURAM,Wheat,NA
8/9/1999,CHENNAI,Wheat,11
8/9/1999,HYDERABAD,Wheat,9
9/9/1999,DELHI,Wheat,7.5
9/9/1999,SHIMLA,Wheat,NA
9/9/1999,LUCKNOW,Wheat,7.5
9/9/1999,AHMEDABAD,Wheat,7.8
9/9/1999,BHOPAL,Wheat,7.2
9/9/1999,MUMBAI,Wheat,9.25
9/9/1999,JAIPUR,Wheat,7.5
9/9/1999,PATNA,Wheat,8.5
9/9/1999,BHUBANESHWAR,Wheat,NA
9/9/1999,KOLKATA,Wheat,NA
9/9/1999,GUWAHATI,Wheat,NA
9/9/1999,SHILLONG,Wheat,NA
9/9/1999,AIZWAL,Wheat,NA
9/9/1999,AGARTALA,Wheat,NA
9/9/1999,BENGALURU,Wheat,9
9/9/1999,T.PURAM,Wheat,NA
9/9/1999,CHENNAI,Wheat,11
9/9/1999,HYDERABAD,Wheat,9
10/9/1999,DELHI,Wheat,8
10/9/1999,SHIMLA,Wheat,NA
10/9/1999,LUCKNOW,Wheat,7.5
10/9/1999,AHMEDABAD,Wheat,7.8
10/9/1999,BHOPAL,Wheat,7.15
10/9/1999,MUMBAI,Wheat,9.25
10/9/1999,JAIPUR,Wheat,7.5
10/9/1999,PATNA,Wheat,8.5
10/9/1999,BHUBANESHWAR,Wheat,NA
10/9/1999,KOLKATA,Wheat,NA
10/9/1999,GUWAHATI,Wheat,NA
10/9/1999,SHILLONG,Wheat,NA
10/9/1999,AIZWAL,Wheat,NA
10/9/1999,AGARTALA,Wheat,NA
10/9/1999,BENGALURU,Wheat,9
10/9/1999,T.PURAM,Wheat,NA
10/9/1999,CHENNAI,Wheat,11
10/9/1999,HYDERABAD,Wheat,9
13/9/1999,DELHI,Wheat,8
13/9/1999,SHIMLA,Wheat,NA
13/9/1999,LUCKNOW,Wheat,7.5
13/9/1999,AHMEDABAD,Wheat,7.8
13/9/1999,BHOPAL,Wheat,7.15
13/9/1999,MUMBAI,Wheat,9.25
13/9/1999,JAIPUR,Wheat,7.5
13/9/1999,PATNA,Wheat,8.5
13/9/1999,BHUBANESHWAR,Wheat,NA
13/9/1999,KOLKATA,Wheat,NA
13/9/1999,GUWAHATI,Wheat,NA
13/9/1999,SHILLONG,Wheat,NA
13/9/1999,AIZWAL,Wheat,NA
13/9/1999,AGARTALA,Wheat,NA
13/9/1999,BENGALURU,Wheat,9
13/9/1999,T.PURAM,Wheat,NA
13/9/1999,CHENNAI,Wheat,11
13/9/1999,HYDERABAD,Wheat,9
14/9/1999,DELHI,Wheat,8
14/9/1999,SHIMLA,Wheat,NA
14/9/1999,LUCKNOW,Wheat,7.5
14/9/1999,AHMEDABAD,Wheat,7.8
14/9/1999,BHOPAL,Wheat,7.15
14/9/1999,MUMBAI,Wheat,9.25
14/9/1999,JAIPUR,Wheat,7.5
14/9/1999,PATNA,Wheat,8.5
14/9/1999,BHUBANESHWAR,Wheat,NA
14/9/1999,KOLKATA,Wheat,NA
14/9/1999,GUWAHATI,Wheat,NA
14/9/1999,SHILLONG,Wheat,NA
14/9/1999,AIZWAL,Wheat,NA
14/9/1999,AGARTALA,Wheat,NA
14/9/1999,BENGALURU,Wheat,9
14/9/1999,T.PURAM,Wheat,NA
14/9/1999,CHENNAI,Wheat,11
14/9/1999,HYDERABAD,Wheat,9
15/9/1999,DELHI,Wheat,8
15/9/1999,SHIMLA,Wheat,NA
15/9/1999,LUCKNOW,Wheat,7.5
15/9/1999,AHMEDABAD,Wheat,7.8
15/9/1999,BHOPAL,Wheat,7.15
15/9/1999,MUMBAI,Wheat,9.25
15/9/1999,JAIPUR,Wheat,7.5
15/9/1999,PATNA,Wheat,8.5
15/9/1999,BHUBANESHWAR,Wheat,NA
15/9/1999,KOLKATA,Wheat,NA
15/9/1999,GUWAHATI,Wheat,NA
15/9/1999,SHILLONG,Wheat,NA
15/9/1999,AIZWAL,Wheat,NA
15/9/1999,AGARTALA,Wheat,NA
15/9/1999,BENGALURU,Wheat,10
15/9/1999,T.PURAM,Wheat,NA
15/9/1999,CHENNAI,Wheat,11
15/9/1999,HYDERABAD,Wheat,9
16/9/1999,DELHI,Wheat,8
16/9/1999,SHIMLA,Wheat,NA
16/9/1999,LUCKNOW,Wheat,7.5
16/9/1999,AHMEDABAD,Wheat,7.8
16/9/1999,BHOPAL,Wheat,7.15
16/9/1999,MUMBAI,Wheat,9.25
16/9/1999,JAIPUR,Wheat,7.5
16/9/1999,PATNA,Wheat,NA
16/9/1999,BHUBANESHWAR,Wheat,NA
16/9/1999,KOLKATA,Wheat,NA
16/9/1999,GUWAHATI,Wheat,NA
16/9/1999,SHILLONG,Wheat,NA
16/9/1999,AIZWAL,Wheat,NA
16/9/1999,AGARTALA,Wheat,NA
16/9/1999,BENGALURU,Wheat,10
16/9/1999,T.PURAM,Wheat,NA
16/9/1999,CHENNAI,Wheat,11
16/9/1999,HYDERABAD,Wheat,9
17/9/1999,DELHI,Wheat,8
17/9/1999,SHIMLA,Wheat,NA
17/9/1999,LUCKNOW,Wheat,7.5
17/9/1999,AHMEDABAD,Wheat,7.8
17/9/1999,BHOPAL,Wheat,7.45
17/9/1999,MUMBAI,Wheat,9.25
17/9/1999,JAIPUR,Wheat,7.5
17/9/1999,PATNA,Wheat,NA
17/9/1999,BHUBANESHWAR,Wheat,NA
17/9/1999,KOLKATA,Wheat,NA
17/9/1999,GUWAHATI,Wheat,NA
17/9/1999,SHILLONG,Wheat,NA
17/9/1999,AIZWAL,Wheat,NA
17/9/1999,AGARTALA,Wheat,NA
17/9/1999,BENGALURU,Wheat,10
17/9/1999,T.PURAM,Wheat,NA
17/9/1999,CHENNAI,Wheat,11
17/9/1999,HYDERABAD,Wheat,9
20/9/1999,DELHI,Wheat,8
20/9/1999,SHIMLA,Wheat,NA
20/9/1999,LUCKNOW,Wheat,7.5
20/9/1999,AHMEDABAD,Wheat,7.8
20/9/1999,BHOPAL,Wheat,7.45
20/9/1999,MUMBAI,Wheat,9.25
20/9/1999,JAIPUR,Wheat,7.5
20/9/1999,PATNA,Wheat,8.5
20/9/1999,BHUBANESHWAR,Wheat,NA
20/9/1999,KOLKATA,Wheat,NA
20/9/1999,GUWAHATI,Wheat,NA
20/9/1999,SHILLONG,Wheat,NA
20/9/1999,AIZWAL,Wheat,NA
20/9/1999,AGARTALA,Wheat,NA
20/9/1999,BENGALURU,Wheat,10
20/9/1999,T.PURAM,Wheat,NA
20/9/1999,CHENNAI,Wheat,11
20/9/1999,HYDERABAD,Wheat,9
21/9/1999,DELHI,Wheat,8
21/9/1999,SHIMLA,Wheat,NA
21/9/1999,LUCKNOW,Wheat,7.5
21/9/1999,AHMEDABAD,Wheat,7.8
21/9/1999,BHOPAL,Wheat,7.45
21/9/1999,MUMBAI,Wheat,9.25
21/9/1999,JAIPUR,Wheat,7.5
21/9/1999,PATNA,Wheat,8.5
21/9/1999,BHUBANESHWAR,Wheat,NA
21/9/1999,KOLKATA,Wheat,NA
21/9/1999,GUWAHATI,Wheat,NA
21/9/1999,SHILLONG,Wheat,NA
21/9/1999,AIZWAL,Wheat,NA
21/9/1999,AGARTALA,Wheat,NA
21/9/1999,BENGALURU,Wheat,10
21/9/1999,T.PURAM,Wheat,NA
21/9/1999,CHENNAI,Wheat,11
21/9/1999,HYDERABAD,Wheat,9
22/9/1999,DELHI,Wheat,8
22/9/1999,SHIMLA,Wheat,NA
22/9/1999,LUCKNOW,Wheat,7.5
22/9/1999,AHMEDABAD,Wheat,7.8
22/9/1999,BHOPAL,Wheat,7.45
22/9/1999,MUMBAI,Wheat,9.25
22/9/1999,JAIPUR,Wheat,7.5
22/9/1999,PATNA,Wheat,8.5
22/9/1999,BHUBANESHWAR,Wheat,NA
22/9/1999,KOLKATA,Wheat,NA
22/9/1999,GUWAHATI,Wheat,NA
22/9/1999,SHILLONG,Wheat,NA
22/9/1999,AIZWAL,Wheat,NA
22/9/1999,AGARTALA,Wheat,NA
22/9/1999,BENGALURU,Wheat,10
22/9/1999,T.PURAM,Wheat,NA
22/9/1999,CHENNAI,Wheat,11
22/9/1999,HYDERABAD,Wheat,9
23/9/1999,DELHI,Wheat,8
23/9/1999,SHIMLA,Wheat,NA
23/9/1999,LUCKNOW,Wheat,7.5
23/9/1999,AHMEDABAD,Wheat,7.8
23/9/1999,BHOPAL,Wheat,7.45
23/9/1999,MUMBAI,Wheat,9.25
23/9/1999,JAIPUR,Wheat,7.5
23/9/1999,PATNA,Wheat,8.5
23/9/1999,BHUBANESHWAR,Wheat,NA
23/9/1999,KOLKATA,Wheat,NA
23/9/1999,GUWAHATI,Wheat,NA
23/9/1999,SHILLONG,Wheat,NA
23/9/1999,AIZWAL,Wheat,NA
23/9/1999,AGARTALA,Wheat,NA
23/9/1999,BENGALURU,Wheat,10
23/9/1999,T.PURAM,Wheat,NA
23/9/1999,CHENNAI,Wheat,11
23/9/1999,HYDERABAD,Wheat,9
24/9/1999,DELHI,Wheat,8
24/9/1999,SHIMLA,Wheat,NA
24/9/1999,LUCKNOW,Wheat,7.5
24/9/1999,AHMEDABAD,Wheat,7.8
24/9/1999,BHOPAL,Wheat,7.5
24/9/1999,MUMBAI,Wheat,9.25
24/9/1999,JAIPUR,Wheat,7.5
24/9/1999,PATNA,Wheat,NA
24/9/1999,BHUBANESHWAR,Wheat,NA
24/9/1999,KOLKATA,Wheat,NA
24/9/1999,GUWAHATI,Wheat,NA
24/9/1999,SHILLONG,Wheat,NA
24/9/1999,AIZWAL,Wheat,NA
24/9/1999,AGARTALA,Wheat,NA
24/9/1999,BENGALURU,Wheat,10
24/9/1999,T.PURAM,Wheat,NA
24/9/1999,CHENNAI,Wheat,11
24/9/1999,HYDERABAD,Wheat,9
27/9/1999,DELHI,Wheat,8
27/9/1999,SHIMLA,Wheat,NA
27/9/1999,LUCKNOW,Wheat,7.5
27/9/1999,AHMEDABAD,Wheat,7.8
27/9/1999,BHOPAL,Wheat,7.5
27/9/1999,MUMBAI,Wheat,9.25
27/9/1999,JAIPUR,Wheat,7.5
27/9/1999,PATNA,Wheat,NA
27/9/1999,BHUBANESHWAR,Wheat,NA
27/9/1999,KOLKATA,Wheat,NA
27/9/1999,GUWAHATI,Wheat,NA
27/9/1999,SHILLONG,Wheat,NA
27/9/1999,AIZWAL,Wheat,NA
27/9/1999,AGARTALA,Wheat,NA
27/9/1999,BENGALURU,Wheat,10
27/9/1999,T.PURAM,Wheat,NA
27/9/1999,CHENNAI,Wheat,11
27/9/1999,HYDERABAD,Wheat,9
28/9/1999,DELHI,Wheat,8
28/9/1999,SHIMLA,Wheat,NA
28/9/1999,LUCKNOW,Wheat,7.5
28/9/1999,AHMEDABAD,Wheat,7.8
28/9/1999,BHOPAL,Wheat,7.5
28/9/1999,MUMBAI,Wheat,9.25
28/9/1999,JAIPUR,Wheat,NA
28/9/1999,PATNA,Wheat,NA
28/9/1999,BHUBANESHWAR,Wheat,NA
28/9/1999,KOLKATA,Wheat,NA
28/9/1999,GUWAHATI,Wheat,NA
28/9/1999,SHILLONG,Wheat,NA
28/9/1999,AIZWAL,Wheat,NA
28/9/1999,AGARTALA,Wheat,NA
28/9/1999,BENGALURU,Wheat,10
28/9/1999,T.PURAM,Wheat,NA
28/9/1999,CHENNAI,Wheat,11
28/9/1999,HYDERABAD,Wheat,9
29/9/1999,DELHI,Wheat,8
29/9/1999,SHIMLA,Wheat,NA
29/9/1999,LUCKNOW,Wheat,7.5
29/9/1999,AHMEDABAD,Wheat,7.8
29/9/1999,BHOPAL,Wheat,7.5
29/9/1999,MUMBAI,Wheat,9.25
29/9/1999,JAIPUR,Wheat,7.25
29/9/1999,PATNA,Wheat,NA
29/9/1999,BHUBANESHWAR,Wheat,NA
29/9/1999,KOLKATA,Wheat,NA
29/9/1999,GUWAHATI,Wheat,NA
29/9/1999,SHILLONG,Wheat,NA
29/9/1999,AIZWAL,Wheat,NA
29/9/1999,AGARTALA,Wheat,NA
29/9/1999,BENGALURU,Wheat,10
29/9/1999,T.PURAM,Wheat,NA
29/9/1999,CHENNAI,Wheat,11
29/9/1999,HYDERABAD,Wheat,9
30/9/1999,DELHI,Wheat,8
30/9/1999,SHIMLA,Wheat,NA
30/9/1999,LUCKNOW,Wheat,7.5
30/9/1999,AHMEDABAD,Wheat,7.8
30/9/1999,BHOPAL,Wheat,7.5
30/9/1999,MUMBAI,Wheat,9.25
30/9/1999,JAIPUR,Wheat,7.25
30/9/1999,PATNA,Wheat,NA
30/9/1999,BHUBANESHWAR,Wheat,NA
30/9/1999,KOLKATA,Wheat,NA
30/9/1999,GUWAHATI,Wheat,NA
30/9/1999,SHILLONG,Wheat,NA
30/9/1999,AIZWAL,Wheat,NA
30/9/1999,AGARTALA,Wheat,NA
30/9/1999,BENGALURU,Wheat,10
30/9/1999,T.PURAM,Wheat,NA
30/9/1999,CHENNAI,Wheat,11
30/9/1999,HYDERABAD,Wheat,9
1/10/1999,DELHI,Wheat,7.5
1/10/1999,SHIMLA,Wheat,NA
1/10/1999,LUCKNOW,Wheat,7.5
1/10/1999,AHMEDABAD,Wheat,7.8
1/10/1999,BHOPAL,Wheat,7.5
1/10/1999,MUMBAI,Wheat,9.25
1/10/1999,JAIPUR,Wheat,7.25
1/10/1999,PATNA,Wheat,NA
1/10/1999,BHUBANESHWAR,Wheat,NA
1/10/1999,KOLKATA,Wheat,NA
1/10/1999,GUWAHATI,Wheat,NA
1/10/1999,SHILLONG,Wheat,NA
1/10/1999,AIZWAL,Wheat,NA
1/10/1999,AGARTALA,Wheat,NA
1/10/1999,BENGALURU,Wheat,10
1/10/1999,T.PURAM,Wheat,NA
1/10/1999,CHENNAI,Wheat,11
1/10/1999,HYDERABAD,Wheat,9
4/10/1999,DELHI,Wheat,7.5
4/10/1999,SHIMLA,Wheat,NA
4/10/1999,LUCKNOW,Wheat,7.5
4/10/1999,AHMEDABAD,Wheat,7.8
4/10/1999,BHOPAL,Wheat,7.5
4/10/1999,MUMBAI,Wheat,9.25
4/10/1999,JAIPUR,Wheat,7.25
4/10/1999,PATNA,Wheat,NA
4/10/1999,BHUBANESHWAR,Wheat,NA
4/10/1999,KOLKATA,Wheat,NA
4/10/1999,GUWAHATI,Wheat,NA
4/10/1999,SHILLONG,Wheat,NA
4/10/1999,AIZWAL,Wheat,NA
4/10/1999,AGARTALA,Wheat,NA
4/10/1999,BENGALURU,Wheat,10.5
4/10/1999,T.PURAM,Wheat,NA
4/10/1999,CHENNAI,Wheat,11
4/10/1999,HYDERABAD,Wheat,9
5/10/1999,DELHI,Wheat,7.5
5/10/1999,SHIMLA,Wheat,NA
5/10/1999,LUCKNOW,Wheat,7.5
5/10/1999,AHMEDABAD,Wheat,7.5
5/10/1999,BHOPAL,Wheat,7.5
5/10/1999,MUMBAI,Wheat,9.25
5/10/1999,JAIPUR,Wheat,7.25
5/10/1999,PATNA,Wheat,NA
5/10/1999,BHUBANESHWAR,Wheat,NA
5/10/1999,KOLKATA,Wheat,NA
5/10/1999,GUWAHATI,Wheat,NA
5/10/1999,SHILLONG,Wheat,NA
5/10/1999,AIZWAL,Wheat,NA
5/10/1999,AGARTALA,Wheat,NA
5/10/1999,BENGALURU,Wheat,10.5
5/10/1999,T.PURAM,Wheat,NA
5/10/1999,CHENNAI,Wheat,11
5/10/1999,HYDERABAD,Wheat,9
6/10/1999,DELHI,Wheat,7.5
6/10/1999,SHIMLA,Wheat,NA
6/10/1999,LUCKNOW,Wheat,7.5
6/10/1999,AHMEDABAD,Wheat,8.5
6/10/1999,BHOPAL,Wheat,7.5
6/10/1999,MUMBAI,Wheat,9.25
6/10/1999,JAIPUR,Wheat,7.25
6/10/1999,PATNA,Wheat,NA
6/10/1999,BHUBANESHWAR,Wheat,NA
6/10/1999,KOLKATA,Wheat,NA
6/10/1999,GUWAHATI,Wheat,NA
6/10/1999,SHILLONG,Wheat,NA
6/10/1999,AIZWAL,Wheat,NA
6/10/1999,AGARTALA,Wheat,NA
6/10/1999,BENGALURU,Wheat,10
6/10/1999,T.PURAM,Wheat,NA
6/10/1999,CHENNAI,Wheat,11
6/10/1999,HYDERABAD,Wheat,9
7/10/1999,DELHI,Wheat,7.5
7/10/1999,SHIMLA,Wheat,NA
7/10/1999,LUCKNOW,Wheat,7.5
7/10/1999,AHMEDABAD,Wheat,8.5
7/10/1999,BHOPAL,Wheat,7.5
7/10/1999,MUMBAI,Wheat,9.25
7/10/1999,JAIPUR,Wheat,7.25
7/10/1999,PATNA,Wheat,NA
7/10/1999,BHUBANESHWAR,Wheat,NA
7/10/1999,KOLKATA,Wheat,NA
7/10/1999,GUWAHATI,Wheat,NA
7/10/1999,SHILLONG,Wheat,NA
7/10/1999,AIZWAL,Wheat,NA
7/10/1999,AGARTALA,Wheat,NA
7/10/1999,BENGALURU,Wheat,10
7/10/1999,T.PURAM,Wheat,NA
7/10/1999,CHENNAI,Wheat,11
7/10/1999,HYDERABAD,Wheat,9
8/10/1999,DELHI,Wheat,7.5
8/10/1999,SHIMLA,Wheat,NA
8/10/1999,LUCKNOW,Wheat,7.5
8/10/1999,AHMEDABAD,Wheat,8.5
8/10/1999,BHOPAL,Wheat,7.5
8/10/1999,MUMBAI,Wheat,9.25
8/10/1999,JAIPUR,Wheat,7.25
8/10/1999,PATNA,Wheat,NA
8/10/1999,BHUBANESHWAR,Wheat,NA
8/10/1999,KOLKATA,Wheat,NA
8/10/1999,GUWAHATI,Wheat,NA
8/10/1999,SHILLONG,Wheat,NA
8/10/1999,AIZWAL,Wheat,NA
8/10/1999,AGARTALA,Wheat,NA
8/10/1999,BENGALURU,Wheat,10.5
8/10/1999,T.PURAM,Wheat,NA
8/10/1999,CHENNAI,Wheat,11
8/10/1999,HYDERABAD,Wheat,9
11/10/1999,DELHI,Wheat,7.5
11/10/1999,SHIMLA,Wheat,NA
11/10/1999,LUCKNOW,Wheat,7.75
11/10/1999,AHMEDABAD,Wheat,7.8
11/10/1999,BHOPAL,Wheat,7.5
11/10/1999,MUMBAI,Wheat,9.25
11/10/1999,JAIPUR,Wheat,7.25
11/10/1999,PATNA,Wheat,8.5
11/10/1999,BHUBANESHWAR,Wheat,NA
11/10/1999,KOLKATA,Wheat,NA
11/10/1999,GUWAHATI,Wheat,NA
11/10/1999,SHILLONG,Wheat,NA
11/10/1999,AIZWAL,Wheat,NA
11/10/1999,AGARTALA,Wheat,NA
11/10/1999,BENGALURU,Wheat,10.5
11/10/1999,T.PURAM,Wheat,NA
11/10/1999,CHENNAI,Wheat,11
11/10/1999,HYDERABAD,Wheat,9
12/10/1999,DELHI,Wheat,7.5
12/10/1999,SHIMLA,Wheat,NA
12/10/1999,LUCKNOW,Wheat,7.75
12/10/1999,AHMEDABAD,Wheat,7.8
12/10/1999,BHOPAL,Wheat,7.5
12/10/1999,MUMBAI,Wheat,9.25
12/10/1999,JAIPUR,Wheat,7.5
12/10/1999,PATNA,Wheat,8.5
12/10/1999,BHUBANESHWAR,Wheat,NA
12/10/1999,KOLKATA,Wheat,NA
12/10/1999,GUWAHATI,Wheat,NA
12/10/1999,SHILLONG,Wheat,NA
12/10/1999,AIZWAL,Wheat,NA
12/10/1999,AGARTALA,Wheat,NA
12/10/1999,BENGALURU,Wheat,10.5
12/10/1999,T.PURAM,Wheat,NA
12/10/1999,CHENNAI,Wheat,11
12/10/1999,HYDERABAD,Wheat,9
13/10/1999,DELHI,Wheat,7.5
13/10/1999,SHIMLA,Wheat,NA
13/10/1999,LUCKNOW,Wheat,7.75
13/10/1999,AHMEDABAD,Wheat,7.8
13/10/1999,BHOPAL,Wheat,7.5
13/10/1999,MUMBAI,Wheat,9.25
13/10/1999,JAIPUR,Wheat,7.5
13/10/1999,PATNA,Wheat,8.5
13/10/1999,BHUBANESHWAR,Wheat,NA
13/10/1999,KOLKATA,Wheat,NA
13/10/1999,GUWAHATI,Wheat,NA
13/10/1999,SHILLONG,Wheat,NA
13/10/1999,AIZWAL,Wheat,NA
13/10/1999,AGARTALA,Wheat,NA
13/10/1999,BENGALURU,Wheat,10
13/10/1999,T.PURAM,Wheat,NA
13/10/1999,CHENNAI,Wheat,11
13/10/1999,HYDERABAD,Wheat,9
14/10/1999,DELHI,Wheat,7.5
14/10/1999,SHIMLA,Wheat,NA
14/10/1999,LUCKNOW,Wheat,7.75
14/10/1999,AHMEDABAD,Wheat,7.8
14/10/1999,BHOPAL,Wheat,7.5
14/10/1999,MUMBAI,Wheat,9.25
14/10/1999,JAIPUR,Wheat,7.5
14/10/1999,PATNA,Wheat,8.5
14/10/1999,BHUBANESHWAR,Wheat,NA
14/10/1999,KOLKATA,Wheat,NA
14/10/1999,GUWAHATI,Wheat,NA
14/10/1999,SHILLONG,Wheat,NA
14/10/1999,AIZWAL,Wheat,NA
14/10/1999,AGARTALA,Wheat,NA
14/10/1999,BENGALURU,Wheat,10
14/10/1999,T.PURAM,Wheat,NA
14/10/1999,CHENNAI,Wheat,11
14/10/1999,HYDERABAD,Wheat,9
15/10/1999,DELHI,Wheat,7.5
15/10/1999,SHIMLA,Wheat,NA
15/10/1999,LUCKNOW,Wheat,7.75
15/10/1999,AHMEDABAD,Wheat,7.8
15/10/1999,BHOPAL,Wheat,7.5
15/10/1999,MUMBAI,Wheat,9.25
15/10/1999,JAIPUR,Wheat,7.5
15/10/1999,PATNA,Wheat,9
15/10/1999,BHUBANESHWAR,Wheat,NA
15/10/1999,KOLKATA,Wheat,NA
15/10/1999,GUWAHATI,Wheat,NA
15/10/1999,SHILLONG,Wheat,NA
15/10/1999,AIZWAL,Wheat,NA
15/10/1999,AGARTALA,Wheat,NA
15/10/1999,BENGALURU,Wheat,10
15/10/1999,T.PURAM,Wheat,NA
15/10/1999,CHENNAI,Wheat,11
15/10/1999,HYDERABAD,Wheat,9
18/10/1999,DELHI,Wheat,7.5
18/10/1999,SHIMLA,Wheat,NA
18/10/1999,LUCKNOW,Wheat,7.75
18/10/1999,AHMEDABAD,Wheat,8.5
18/10/1999,BHOPAL,Wheat,7.5
18/10/1999,MUMBAI,Wheat,9.25
18/10/1999,JAIPUR,Wheat,7.5
18/10/1999,PATNA,Wheat,9
18/10/1999,BHUBANESHWAR,Wheat,NA
18/10/1999,KOLKATA,Wheat,NA
18/10/1999,GUWAHATI,Wheat,NA
18/10/1999,SHILLONG,Wheat,NA
18/10/1999,AIZWAL,Wheat,NA
18/10/1999,AGARTALA,Wheat,NA
18/10/1999,BENGALURU,Wheat,10
18/10/1999,T.PURAM,Wheat,NA
18/10/1999,CHENNAI,Wheat,11
18/10/1999,HYDERABAD,Wheat,9
20/10/1999,DELHI,Wheat,7.5
20/10/1999,SHIMLA,Wheat,NA
20/10/1999,LUCKNOW,Wheat,8
20/10/1999,AHMEDABAD,Wheat,7.8
20/10/1999,BHOPAL,Wheat,7.5
20/10/1999,MUMBAI,Wheat,9.25
20/10/1999,JAIPUR,Wheat,7.25
20/10/1999,PATNA,Wheat,9
20/10/1999,BHUBANESHWAR,Wheat,NA
20/10/1999,KOLKATA,Wheat,NA
20/10/1999,GUWAHATI,Wheat,NA
20/10/1999,SHILLONG,Wheat,NA
20/10/1999,AIZWAL,Wheat,NA
20/10/1999,AGARTALA,Wheat,NA
20/10/1999,BENGALURU,Wheat,10
20/10/1999,T.PURAM,Wheat,NA
20/10/1999,CHENNAI,Wheat,11
20/10/1999,HYDERABAD,Wheat,9
21/10/1999,DELHI,Wheat,7.5
21/10/1999,SHIMLA,Wheat,NA
21/10/1999,LUCKNOW,Wheat,7.1
21/10/1999,AHMEDABAD,Wheat,7.8
21/10/1999,BHOPAL,Wheat,7.5
21/10/1999,MUMBAI,Wheat,9.25
21/10/1999,JAIPUR,Wheat,7.25
